input,match,product_guide,product_guide_count
Paru,BEEF LUNG (BEAUVALLET) BR 牛肺,"JK BEEF CHUCK TENDER SLICED 4CM (BAG) 5KG SG 牛肩胛肉片, JK BEEF CHUCK TENDER SLICED 2CM (BAG) 5KG SG , Beef Lung (Friboi) BR 牛肺, BEEF LUNG (BEAUVALLET) BR 牛肺",4
Strawberry,STRAWBERRY 草莓 (250G/PUN),"STRAWBERRY 草莓 (250G/PUN), ORANGE VALENCIA 水橙子 (120G-200G/NOS), BANANA SEMI RIPE 香蕉",3
Salmon fillet,FROZEN SALMON FILLET - 15KG/CTN - PO,"21/25 PND VANNAMEI SHRIMP (1KG X 10P) - PO, FRESH STINGRAY CL, FROZEN SALMON FILLET - 15KG/CTN - PO, BLACK TIGER HOSO 16/20 (1OKGS) - PJ",4
Spring roll,(2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2B) - *三角形*署片2KG - TRIANGLE TATERS PATTI (6 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (1A-16A) - (盒) 薯片1.28KG - HASH BROWN (12 PC), (2A-31) - 玉署署Yu Su Su Corn **************, (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC)",9
牛腱,BEEF SHANK (MASTERBOI) BR 牛腱肉,"BEEF SHANK (FRIBOI) BR 牛腱肉, SALMON FILLET AQUA 1300/1800 (SHIPLEADER) 10KG CH, Pork Hock (Olymel) 15kg CA 前元蹄, BEEF SHANK (QUALITY BEEF) BR 牛腱肉, JK CHICKEN CUBE 5CM (BAG) 2KGX6PKT SG 鸡丁, Beef Shank (Fribal) BR 牛腱肉, Pork Belly Sheet Ribbed S/O (Aurora) 25kg BR 削骨三层肉, PORK HOCK (SULINA) 20KG BR 前元蹄, BEEF SHANK (MASTERBOI) BR 牛腱肉",9
Sahara Greek Krema,SAHARA - GREEK YOGHURT (2KG/TUB),SAHARA - GREEK YOGHURT (2KG/TUB),1
多利鱼,CREAM DORY FILLET 220-300GM 6KG (2) VN  多利魚,"CREAM DORY FILLET 400-600GM (S) 6KG VN 多利魚, CHICKEN LEG B/L S/O 200GM UP (AVIVAR) 2KGX6PKT BR, CREAM DORY FILLET 400-600GM (DOUBLE FISH) 6KG VN, Chicken Leg B/L S/O 200gmUp (Seara) 2kgx6pktBR鸡去骨腿, CREAM DORY FILLET 220-300GM 6KG (2) VN  多利魚, Chicken Leg B/L S/O 200gm Up(Aurora)2kgx6pkt BR, CHICKEN LEG B/L S/O 200GM UP (SADIA) 2KGX6PKT BR, PANGASIUS SUTCHI FILLET 400-600GM (JJ) 6KG VN 多利魚",8
Redskin potato,POTATO RED SKIN / POTATO DESIREE 红皮土豆 / 红皮马铃薯,nan,1
Newly eggs,CHEW'S NEWLY LAID WHITE EGGS (400G) 10S,"CHEW'S NEWLY LAID WHITE EGGS (400G) 10S, CHEW'S FRESH KAMPONG EGGS (210G) 6S, CHEW'S OMEGA 3 FRESH WHITE EGGS (550G) 10S, MINIMART FARM EGGS 30S, CHEW'S FRESH BROWN EGGS (600G) 10S",5
Popcorn chicken,A11 POP CORN CHICKEN 1KG,"(66) IKEDA CHICKEN CUTLET 1.1KG, A11 POP CORN CHICKEN 1KG, GRILLED CHIX STEAK (5PKT), FS01 FRIED 2 JOINT WING, GRILLED BONEIN LEG 5PC",5
蔬菜春卷,(2A)素小春卷400G SPRING ROLL (SMALL) ***** (20 PC),"(1-90) 素高鲜调味料 908G VEG ENHANCED FLAVOUR SEASONING 908G (10 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2B) 素咖哩角400G VGN SAMOSA ********* (20 PC), 新春送礼 2025 CNY GIFTS, (2A)素小春卷400G SPRING ROLL (SMALL) ***** (20 PC)",6
手工辣椒餅,HANDMADE VEGETABLE FISH CAKE,"HANDMADE FISH CAKE, HANDMADE SMALL FISH CAKE, BEANCURD ROLL, SITO-FISH CAKE, HANDMADE VEGETABLE FISH CAKE",5
spring onion - cut,SPRING ONION CUT 青葱切,"SPRING ONION CUT 青葱切, PEELED WATER CHESTNUT 马蹄肉, CAI XIN CUT 菜心切",3
Laksa 米粉,Laksa粗米粉,"扁大果Large Fish Cake, Cheese Tofu (芝士豆腐), Tow Pok 豆卜, Seaweed Chicken (紫菜鸡), BIG FISH BALL (XL) 特大鱼丸, Ngoh Hiang Ball (五香丸), Laksa粗米粉",7
us potato,POTATO LOCAL 土豆 / 马铃薯,"CHILLI PADRON 墨西哥波布拉诺辣椒 (KG), TOMATO (500G/PKT) 蕃茄, GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), BROCCOLINI 西兰花苗, POTATO LOCAL 土豆 / 马铃薯, ASPARAGUS GREEN JUMBO USA 美国芦笋 (KG), CHILLI PADRON 墨西哥波布拉诺辣椒 (500G/PKT)",7
eggs,CHEW'S FRESH BROWN EGGS (C),"CHEW'S FRESH BROWN EGGS (B), CHEW'S FRESH BROWN EGGS (C), QUAIL EGGS 50S COOKED/P",3
虾,"COOKED TIGER PRAWN 31/35, 10KG - PJA","SUTCHI FILLET (SKIN ON) 230/300GM, SQUARE (6 KGS) 84, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, COOKED TIGER PRAWN 31/35, 10KG - PJA, VANNAMEI SHRIMP HOSO 31/40 (10KGS) - PJ, HZF - SEABASS FILLET 3/5, 10KG/CTN",8
60kg(12pack),CHEW'S PASTEURIZED LIQUID WHOLE EGG 5KG,CHEW'S PASTEURIZED LIQUID WHOLE EGG 5KG,1
面7-中粗,YELLOW NOODLES (H) 3KG SG 熟黄面,"JK Pork Big Bone Cut 1 Cut 2 (Bag) 10kg SG, Fresh Kway Teow 3Kg/Pkt 粿条, Rice Vermicelli - Thick (Camel) 3kg SG 粗骆驼米粉, Rice Vermicelli - Thin (Camel) 3kg SG 细骆驼米粉, YELLOW NOODLES (H) 3KG SG 熟黄面, RICE VERMICELLI -THICK (MOON STAR) 3KG SG 粗 永美米粉, KWAY TEOW - M (H) 3KG SG 粿条(中）, PRICE ADJUSTMENT, ABALONE SLICED 300GMX40PKT TW 台湾牌贵妃鲍片",9
roasted wing stick,A03 COOKED WINGSTICK,"N1 CHICKEN NUGGET (10PKT), A03 COOKED WINGSTICK, A11 POP CORN CHICKEN 1KG, TEMPURA CHICKEN NUGGET",4
Mix vegetable,MIXED VEGETABLES (SHAN) 1KGX10PKT CN 杂豆,"MIXED VEGETABLES (SUNNYFARM) 1KGX10PKT CN 杂豆, MIXED VEGETABLES (SHAN) 1KGX10PKT CN 杂豆, MIXED VEGETABLE (SHIPLEADER) 1KGX10PKT CN 船师傅杂豆, GREEN PEAS (SHAN) 1KGX10PKT CN 青豌豆, CALIFORNIA MIXED VEGETABLES (SHAN)1KGX10PKT CN加州蔬菜, Vannamei Prawn PTO 41/50 1kgx10pkt凤尾虾, HARDBOILED QUAIL EGG (PERMIUM) 50PCSX12CAN SG",7
Chicken diced d,(1A-3A)  素香味鸡丁900G Vgn Crispy Chicken Diced,"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2B) - *三角形*署片2KG - TRIANGLE TATERS PATTI (6 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), 新春送礼 2025 CNY GIFTS, (2A-31) - 玉署署Yu Su Su Corn **************, (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC)",9
Fresh fries,FRIES STRAIGHT CUT COAT 9/9(ECOFROST)2.5KGX4PKT BE,"FRIES SHOESTRING (CB) 1KGX10PKT EU S薯条, FRIES STRAIGHT CUT COAT 9/9(ECOFROST)2.5KGX4PKT BE, Fries Crinkle Cut (Sunnydale Farms) 1kgx10pkt BE, Fries Shoestring Coated 7/7(Ecofrost)2.5Kgx4pkt BE, FRIES SHOESTRING 7/7 (SUNNYDALE FARM) 1KGX10PKT BE, FRIES CRINKLE CUT (SUNNYDALE FARMS) 2.5KGX4PKT BE, FRIES STRAIGHT CUT (PRO CHOICE) 1KGX10PKT CN 直薯条",7
黄金虾饼,Golden Prawn Pancake黄金虾饼,"Chef Prawn Ball厨师虾丸, NGO HIANG  (五香卷), Lychee Shrimp Ball荔枝虾丸(10pc/Pkt), Golden Prawn Pancake黄金虾饼, TEOCHEW PRAWN ROLL (潮州虾枣) 20G",5
梅膏,(65B)梅膏 5L - PLUM SAUCE,"(1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (1A6A) -素肠 1KG- GLUTEN INTESTINE (30 PC), (65B)梅膏 5L - PLUM SAUCE, (1B52B)素金带鱼片 VGN ATLANTIC WONDER, (2-80)番茄风味火锅调味料200G VGN TOMATO HOTPOT BASE (24 PC)",7
Chicken bones,CHICKEN BACK (SEARA) POLYBAG-10KG BR,"CHICKEN BACK (SEARA) POLYBAG-10KG BR, CHICKEN LEG B/L S/L (SADIA) (6PKTx2KG)-12KG BR, CHICKEN BREAST HALF B/L S/L(AVIVAR)-6PKTx2K, CHICKEN FEET (SEARA) (2PKTx7.5KG)-15KG BR, PORK HUMERUS BONES CUT (BOSELER) -10KG DE, CHICKEN HALF BREAST B/L S/L (LAR) (6PKTx2KG) BR, CHICKEN BREAST B/L S/L (SEARA) 6PKTX2KG-12KG BR",7
鱼皮,Fish Skin 鱼皮 (600g/PKT),"SMALL OIL小桶油, Fish Skin 鱼皮 (600g/PKT), Golden Prawn Pancake黄金虾饼, Fish Stick (小五香), DD Chicken Katsudon (CD) 900G, Big Ngoh Hiang Roll (大五香卷), Kway Teow 粿条(小) (3kg)",7
鱼并,HANDMADE FISH CAKE,"HANDMADE FISH CAKE, FISH PASTE, KOREAN FISH CAKE, CHICKEN BEANCURD, FRIED FISH BALL, CHICKEN BIG NGOH HIANG, TEOCHEW FISH CAKE (20PCS)",7
yishun xiao yu tang shrimp slide,SHRIMP SLIDE (150G X 30PKTS) - SPOF,"SHRIMP SLIDE (150G X 30PKTS) - SPOF, SHRIMP SLIDE (150G X 30PKTS)",2
31/40 PND,31/40 PND VANNAMEI (1KG X 10PKTS) - PO,"31/40 PND VANNAMEI (1KG X 10PKTS) - PO, VANNAMEI SHRIMP HOSO 21/25 (1OKGS) - PJ, VANNAMEI SHRIMP HOSO 16/20 (1OKGS) - PJ, 16/20 PTO VANNAMEI SHRIMP (1KG X 10PKTS) PO, 31/40 PTO VANNAMEI SHRIMP (1KG X 10PKT) - PO, FROZEN TAKO TENTACLES, 1KG X 10PKT - PO",7
芋头卷(大),YAM  ROLL (芋酥),"YAM  ROLL (芋酥), NGO HIANG  (五香卷), Century Egg  (皮蛋), Sliced Ginger (姜片)",4
pre sliced tomatoes,"SLICED TOMATOES , DIPOSABLE CONTAINER 切片, 红番茄","SLICED TOMATOES , DIPOSABLE CONTAINER 切片, 红番茄, CUCUMBER 黄瓜, CABBAGE ROUND JULIENNED / SHREDDED 包菜丝, LETTUCE CUT ICEBERG SHREDDED 西生菜丝",6
chicken boneless leg,Chicken Leg B/L S/O 200gm Up(Aurora)2kgx6pkt BR,"CHICKEN LEG B/L S/O 200GM UP (SADIA) 2KGX6PKT BR, Chicken Leg B/L S/O 200gm Up(Aurora)2kgx6pkt BR",2
鲜带皮后腿肉,Hind Lean Skin On 后赤带皮,"Pork Maw 猪肚(散), Front Knuckle前元蹄, Pork Heart 猪心, Belly肚肉, Spare Rib Cut 切割排骨, Hind Lean Skin On 后赤带皮, Loin Boneless 肉头, Shoulder Lean Skin On 前赤带皮",8
Fish paste,Fish Paste (鱼浆),"(S) Ma Ti Dan (马蹄蛋)-小, Small Liver Roll (小猪肝卷), Small Yam Roll (小芋酥), Sliced Ginger (姜片), Fish Paste (鱼浆), SOTONG YOU TIAO (苏东油条), CHINESE SAUSAGE (灌肠), PRAWN CRACKER (虾饼), Century Egg  (皮蛋)",9
炸鱼丸,Fried Fish Ball (炸鱼丸) -A,"Fried Fish Ball (炸鱼丸) -A, Luncheon Meat午餐肉, Cheese Tofu (芝士豆腐), Tow Pok 豆卜, Seaweed Chicken (紫菜鸡), Dou Gan(M) (豆干 - 中)",6
鸡趴,DD Chicken Katsudon (CD) 900G,"扁大果Large Fish Cake, Nugget/金鸡块, Seaweed Chicken (紫菜鸡), Dou Gan(M) (豆干 - 中), BIG FISH BALL (XL) 特大鱼丸, Gan Er (干鹅), DD Chicken Katsudon (CD) 900G, Fish Ball (鱼丸), Laksa粗米粉",9
Fish sliced d,(1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2B) - *三角形*署片2KG - TRIANGLE TATERS PATTI (6 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), 新春送礼 2025 CNY GIFTS, (2A-31) - 玉署署Yu Su Su Corn **************, (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC)",9
Vai Xin - Cut,CAI XIN CUT 菜心切,"SPRING ONION CUT 青葱切, PEELED WATER CHESTNUT 马蹄肉, CAI XIN CUT 菜心切",3
Fresh chicken egg B,CHEW'S FRESH BROWN EGGS (B),"CHEW'S FRESH BROWN EGGS (B), HARD BOILED EGGS 10S, SALTED EGGS 30S, HARD BOILED EGGS 40S",4
ham,Chicken Ham Picnic - S (GC) 1kgx20pkt SG 鸡火腿,"CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅, Chicken Ham Picnic - S (GC) 1kgx20pkt SG 鸡火腿, Chicken Leg B/L S/O 200gmUp (Seara) 2kgx6pktBR鸡去骨腿, Pork Collar (Frimesa) 20kg BR 梅肉, Chicken Leg B/L S/O 200gm Up(Aurora)2kgx6pkt BR, Chicken Wing 120-150gm (Aurora) 9kg BR 鸡翅, Chicken Wing 120-150gm (Perdigao) 15kg BR 鸡翅, CHICKEN LEG B/L S/O 200GM UP (SADIA) 2KGX6PKT BR",8
有皮层肉,PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE,"PORK BELLY A RIND/O SINGLE/R SB/IN50x20(TONNIES)DE, PORK BELLY B/L S/O (CRESSWELL) DE, PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, PORK BELLY A S/L SB/L SINGLE/R 20x50 (WILLMS) DE",4
Mince meat,PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE,"SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K), KARAKA RAMEN (TAKAGI) (12PKTx450G)(K), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, CHICKEN SAUSAGE (20PKTx1KG), RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT), BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K), PORK HONEY BAKED HAM SLICED (GB) VAC(10PKTx1KG)",7
鱼圆1OO,HANDMADE FRESH FISH BALL (W) 50,"SEAFOOD RING ROLL, FISH PASTE, CUTTLEFISH NUGGET, SEAFOOD ROLL, CHICKEN BALL (BIG) 1KG, HANDMADE FRESH FISH BALL (W) 50, MEDIUM BEAN POK",7
Long fish cake,Jian Yu Bing (尖鱼饼),"BIAN XIANG (扁香), Liver Roll (猪肝卷), YAM  ROLL (芋酥), NGO HIANG  (五香卷), Chilli Sauce (辣椒酱) 3KG/PKT, Jian Yu Bing (尖鱼饼), PRAWN CRACKER (虾饼)",7
灌肠,CHINESE SAUSAGE (灌肠),"SPECIAL GRADE CHILLI SAUCE 3KG (特级辣椒酱), (S) Ma Ti Dan (马蹄蛋)-小, NGO HIANG  (五香卷), CHINESE SAUSAGE (灌肠), BEAN SPROUT CAKE (豆芽饼), PRAWN CRACKER (虾饼)",6
鸡脚,Chicken Feet Fried (Bag) 1kgx10pkt SG 炸鸡脚,"Pork Rectum Head (ICC) 10kg IR 猪大肠头, Pork Rectum Head (Frimesa) 16kg BR 熟猪大肠头, Pork Intestine Large Cooked (Seara) 18kg BR 熟猪大肠头, Chicken Feet Fried (Bag) 1kgx10pkt SG 炸鸡脚, Pork Large Intestine Cooked (ICP) 10kg ES 熟猪大肠, Pork Belly Sheet Ribbed S/O (Aurora) 25kg BR 削骨三层肉, JK Pork Belly Sliced 2cm (Bag) 5kg SG 三层肉片2CM, JK Pork Belly Sliced 1.5cm (Bag) 5kg SG 三层肉片, PORK INTESTINE LARGE (ICP) 10KG ES 猪大肠",9
叉烧,(1A25A)素世界 素 叉烧切900G VGN BBQ GLUTEN SLICED VWF (10 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A25A)素世界 素 叉烧切900G VGN BBQ GLUTEN SLICED VWF (10 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC)",5
Chicken Popcorn,Chicken Popcorn (Premier First) 1kgx10pkt TH,"Chicken Ham Picnic - S (GC) 1kgx20pkt SG 鸡火腿, CHICKEN POPCORN (PREMIER FIRST) 1KGX10PKT TH, Fish Burger 32pcs (Sahir) 2.5kgx6pkt SG  鱼肉饼, Mayonnaise (Creamland) 3ltrx4tub SG  美乃滋酱, Chicken Franks 10pcs (Perdix) 340gmx24pkt BR 热狗, RTH Breaded Chicken Burger 30pcs (SLH) 7pktXCtn, POPCORN CHICKEN (FREEZEPAK) 1KGX10PKT TH 辣味鸡米花",7
面9_中粗5,Rice Vermicelli - Thick (Camel) 3kg SG 粗骆驼米粉,"JK Pork Big Bone Cut 1 Cut 2 (Bag) 10kg SG, Fresh Kway Teow 3Kg/Pkt 粿条, Rice Vermicelli - Thick (Camel) 3kg SG 粗骆驼米粉, Rice Vermicelli - Thin (Camel) 3kg SG 细骆驼米粉, YELLOW NOODLES (H) 3KG SG 熟黄面, RICE VERMICELLI -THICK (MOON STAR) 3KG SG 粗 永美米粉, KWAY TEOW - M (H) 3KG SG 粿条(中）, PRICE ADJUSTMENT, ABALONE SLICED 300GMX40PKT TW 台湾牌贵妃鲍片",9
Mock Fish- Fish Ball,(1-90)素世界-鱼丸 - 500G VGN FISH BALL (18 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (1A25A)素世界 素 叉烧切900G VGN BBQ GLUTEN SLICED VWF (10 PC), (1-90)素世界-鱼丸 - 500G VGN FISH BALL (18 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (62)(红红红) 大罐 (红) 冬炎 2KG VGN TOMYAM (BIG) (6 PC), (2B) 素黄金鱼豆腐 1KG WP VGN GOLDEN FISH TOFU (12 PC), (2A)素小春卷400G SPRING ROLL (SMALL) ***** (20 PC)",9
龙虾卷3包,CUTTLEFISH WANTON,"SEAFOOD RING ROLL, CHICKEN WANTON, TAU KEE PUFF, CUTTLEFISH WANTON, (L)FRESH FISH BALL (50), FRIED FISH CAKE (BLACK), MEDIUM BEAN POK",7
Chicken diced d,(1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (2A)(青)素干鹅400G VGN CRISPY SOYA (GREEN)********** (70 PC), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (2B) - *三角形*署片2KG - TRIANGLE TATERS PATTI (6 PC), (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), 新春送礼 2025 CNY GIFTS, (2A-31) - 玉署署Yu Su Su Corn **************, (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC)",9
Pork Stomach Cooked (AGROSUPER),PORK COSTAL STRIP(SOFTBONE)(AGROSUPER) -10KG CH,"PORK HOCK CUBE 2.5"" BAG (2PKTx5KG), PORK SPARE RIB (MABELLA) BR, PORK COSTAL STRIP(SOFTBONE)(AGROSUPER) -10KG CH, PORK STOMACH COOKED (AGROSUPER) -10KG CH, PORK SOFTBONE (SCAN), PORK LOIN BACK RIB (FRIMESA) -10KG BR, PORK MINCE (2T) 80/20 BAG(6PKTx2KG), PORK BELLY SHEET/R CUBE 2CM BAG (5PKTx2KG), PORK STOMACH COOKED (SEARA) -15KG BR",9
油柞粒,Pork Fat Cube TP(250G-300G) 包装猪油粒,"PORK HUMERUS BONE (SEARA) BR, PORK DICED MEAT 2CMx2CM TS(6PKTx2KG), PORK SLICE 4MMx3CMx3CM NORMAL TS(6PKTx2KG), PORK FAT CUBE 2CM BAG(7PKTx2KG), PORK BELLY B/I (FRIMESA) -25KG BR, PORK CHOP B/L 1.2CM TS(3PKTx5KG), Minced Meat Grade A上等搅肉, Front Hock Halve Cut猪手开边, Pork Fat Cube TP(250G-300G) 包装猪油粒",9
大生丸550,(L)FRESH FISH BALL (50),"(L)FRESH FISH BALL (50), (L)FRESH FISH BALL 100, FRIED FISH CAKE (BLACK)",3
Beijing ball,Bei Jing Yuan (北京丸),"Bei Jing Yuan (北京丸), Big Ngoh Hiang Roll (大五香卷), Otah乌达(Banana Leaf), SPECIAL GRADE CHILLI SAUCE 3KG (特级辣椒酱)",4
Omega 3 Fresh white eggs 10S,CHEW'S OMEGA 3 FRESH WHITE EGGS (550G) 10S,"CHEW'S OMEGA 3 FRESH WHITE EGGS (550G) 10S, CHEW'S FRESH BROWN EGGS (600G) 10S, CHEW'S FRESH KAMPONG EGGS (210G) 6S",3
Karaka frozen RTE,KARAKA RAMEN (TAKAGI) (12PKTx450G)(K),"SHOYU SOUP (TAKAGI) TS(20PKTx1KG)(K), KARAKA RAMEN (TAKAGI) (12PKTx450G)(K), PORK BELLY A R/ON SIN/R SB/I 20x50(BOSELER)VAC DE, CHICKEN SAUSAGE (20PKTx1KG), RAMEN CHAR SIEW SLICE (TAKAGI) VAC(10PKT), BUTASHOGA RAMEN (TAKAGI) (12PKTx450G)(K), PULLED PORK (TAKAGI) VAC(10PKTx1KG), PORK HONEY BAKED HAM SLICED (GB) VAC(10PKTx1KG)",8
鱼圆~200,(L)FRESH FISH BALL (50),"(L)FRESH FISH BALL (50), (L)FRESH FISH BALL 100, SLICED FISH CAKE, SAMBAL CHILLI",4
Seaweed chicken,(33) CRISPY CHICKEN SEAWEED 1KG,"TM02 TEMPURA CHIX PATTIE 1KG X 10 PKT, (33) CRISPY CHICKEN SEAWEED 1KG, A11 POP CORN CHICKEN 1KG, TEMPURA CHICKEN NUGGET, FS07 FRIED CRISPY DRUM",5
Pork loin bone in skin on,FR Loin Bone In Skin On自然猪毛骨带皮,"FR Loin Bone In Skin On自然猪毛骨带皮, PORK LOIN BACK RIB (FRIMESA) -10KG BR, FR Belly自然猪肚肉, Hind Leg B/In Skin On 后腿仔",4
腌鸭片,(1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC),"(1A24A)(味根香) 素大板鱼500G VGN OSAKA FISH (32 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (1A6A) -素肠 1KG- GLUTEN INTESTINE (30 PC), (65B)梅膏 5L - PLUM SAUCE, (2B-71) -香春酱300G - VEGAN CEDAR TOON SAUCE (80 PC), (2-80)番茄风味火锅调味料200G VGN TOMATO HOTPOT BASE (24 PC)",7
熟虾,"COOKED TIGER PRAWN 30/40, 10KG - PJ","FROZEN TAKO TENTACLES, 1KG X 10PKT - PO, COOKED TIGER PRAWN 30/40, 10KG - PJ, SUTCHI - BUTTERFLY CUT 700-900, 10KGS",6
tiger hoso 26/30,BLACK TIGER HOSO 26/30 (1OKGS) - PJ,BLACK TIGER HOSO 26/30 (1OKGS) - PJ,1
Canada Pork Belly 2no,Canada Pork Belly B/L S/L 加拿大去皮肚肉,"Canada Pork Belly B/L S/L 加拿大去皮肚肉, PORK COLLAR (FRIMESA) -20KG BR, Canada Pork Jowl Fillet 加拿大脸肉, PORK SLICE 4MMx3CMx3CM NORMAL TS(6PKTx2KG), Canada Pork Shoulder Butt 加拿大五花, BEEF KNUCKLE SLICE 1.5MM X 5CM X 5CM TS(6PKTx2KG)",6
Flower lala,FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO,"FRESH SEABASS 500G (G) - BTF, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, LOLIGO SQUID CUT M, (2KG/5BLK) - PO, SUTCHI (CUBE) 25/35 (2KG X 3PKTS)",5
猪肉碎grade A (2T) 80/20,PORK MINCE (2T) 80/20 BAG(6PKTx2KG),"PORK HOCK CUBE 2.5"" BAG (2PKTx5KG), PORK SPARE RIB (MABELLA) BR, PORK COSTAL STRIP(SOFTBONE)(AGROSUPER) -10KG CH, PORK STOMACH COOKED (AGROSUPER) -10KG CH, PORK LOIN BACK RIB (FRIMESA) -10KG BR, PORK MINCE (2T) 80/20 BAG(6PKTx2KG), PORK BELLY SHEET/R CUBE 2CM BAG (5PKTx2KG), PORK STOMACH COOKED (SEARA) -15KG BR, PORK STOMACH COOKED (ICP) 10KG ES",9
Fish sliced d,(1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC),"素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A-23A) - 经济香鱼片- 900G VEG ECONOMICAL FISH SLICE (20 PC), (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (1A-19A) - 素世界 味根香 香鱼片-900G VGN FISH SLICE (20 PC), (2A-31) - 玉署署Yu Su Su Corn **************, (1A-3A) 素香味鸡丁900G VGN CRISPY CHICKEN DICED (20 PC)",6
