input,match,product_guide,product_guide_count
鸡翅膀1,Chicken Wing 100-120gm (Aurora) 9kg BR 鸡翅100-120,"Chicken Wing 100gm Up (Aurora) 15kg BR 鸡翅100UP, Palm Cooking Oil (Siong Heng) (Tin) 16kg MY松兴植物油, Cream Dory Fillet 400-600gm 6kg (2) VN  多利魚, CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅, CREAM DORY FILLET 400-600GM (DOUBLE FISH) 6KG VN, VEGETABLE OIL (GOLDEN KIRIN) 15KG NET MY (HALAL), VEGETARIAN CHAR SIEW CUBE 斋叉烧粒, JK PORK SLICED 3MM (BAG) 2KG SG 猪肉片, MIXED VEGETABLES (SHAN) 1KGX10PKT CN 杂豆, JK CHICKEN CUBE S/L 2.5CM (BAG) 2KGX6PKT SG, MIXED VEGETABLE (SHIPLEADER) 1KGX10PKT CN 船师傅杂豆, Chicken Wing 100-120gm (Aurora) 9kg BR 鸡翅100-120, VEGETABLE OIL (GOLDEN KIRIN) 17KG NET MY (HALAL), JK CHICKEN CUBE  2CM 2KG/PKT 鸡丁, JK Beef Sliced 0.3cm (Bag) 2kg SG 牛肉片, Vannamei Prawn PND 51/60 1kgx10pkt 虾肉, Dory Fillet/Double Fish 400-600gm (MH) 7kg VN( 双鱼)",17
斋鹅,(1A-12)(张锦才)斋鹅 700g(Chai Gor)Crispy Aromatic Duck (30 PC),"1A9A 素白斩鸡 苏东850G VGN WHITE CHICKEN SOTONG (25 PC), 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A-1A)(3KG)(吉味) 素大明虾 VGN TAIWAN BIG PRAWN (6 PC), (67) 普通蠔油 5L Vgn Oyster Sauce, (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), (1-68) 肉松 1KG - MEAT FLOSS, 2A-23 素扁鱼饼 500G VEG FLAT FISH CAKE (20 PC), (2B) -培根火腿片 1KG- WP BACON HAM (12 PC), (1B38A)粉红(益小) 香酥鸡 素鸡丁250G VEG ROASTED CHICKEN (60 PC), 2B(新) 美式鸡块900G VGN CHICKLESS NUGGET (20 PC), (1A-12)(张锦才)斋鹅 700G(CHAI GOR)CRISPY AROMATIC DUCK (30 PC), (2A-23)(450G) 味根香 素大明虾 VGN BIG PRAWN (MED) (40 PC), 纯素老虎虾 3KG- VEGAN LARGE TIGER PRAWN (4 PC), (1B49A)(贵妃-青色)素香酥G 450G VEG GREENFARM CHICKEN DICED (36 PC), (1B-41A) -三层肉 ( 更) - VEG LAYER MEAT EB 1KG (5 PC), OOS (新) 素五花肉-VEG MEATLESS BELLY 900G, (90)[干粮] 素世界菠萝菇粉(香菇蔬菜)500G MUSHROOM SEASONING (12 PC), (3-59) 素大豆肉花500G VEG SOYA DICED (40 PC)",18
Fresh fish roll,SEAFOOD RING ROLL,"SEAFOOD RING ROLL, FRESH FISH CAKE (VEG), TAU KEE PUFF, CHICKEN BEANCURD, TEOCHEW FISH CAKE (20PCS), (L)FRESH FISH BALL (50), CHICKEN DUMPLING, SEAFOOD BEANCURD, HAKKA CHICKEN MINCED MEAT, COOKED FISH BALL, MEDIUM BEAN POK",11
Baby corn,BABY CORN ON HUSK 小玉米,"ONION SPANISH RED 澳洲红葱, DILL 茴香 / 莳萝 (50G/PKT), THYME 白里香 (50G/PKT), SPRING ONION 青葱, SAHARA - GREEK YOGHURT (2KG/TUB), AUSTRALIA CURLY KALE 羽衣甘兰, LETTUCE CORAL GREEN / LOLLO BIANDO 青珊瑚生菜, TAU KUA XL 豆干 (2PCS X 200G), BABY CORN ON HUSK 小玉米, CHILLI PADRON 墨西哥波布拉诺辣椒 (KG), GARLIC PEELED 去皮蒜头 / 蒜肉 (700G/PKT), CORIANDER 香菜 / 芫荽 (300G-350G/BUN), CHIVES  细香葱 / 西洋细韭菜 (50G/PKT), LEMON YELLOW 黄柠檬 (150G-200G/NOS), LETTUCE ROMAINE / COS LETTUCE 罗曼生菜, CHERVIL 细叶芹 (30G/PKT), ENDIVE RED BELGIUM 红苦菊, KING OYSTER / ERINGYI MUSHROOM 杏鲍菇 (200G/PKT), AVOCADO AUSTRALIA /  澳洲鳄梨 (150G-200G/NOS), ONION SHALLOT PEELED 去皮红葱仔, CHILLI GREEN 青辣椒 (250G/PKT), SPEARMINT 薄荷叶 (50G/PKT), (CRD) GHOA / CORIANDER CRESS MG, RADISH RED BABY 小红圆萝卜 (125G/PKT), MUSHROOM OYSTER 平菇 (150G/PKT), ITALIAN FLAT PARSLEY 意大利香菜 / 意大利芫荽 (50G/PKT), BASIL 罗勒 / 九辰塔 (50G/PKT), FRENCH BEAN 四季豆, YAM THAI 泰国芋头, YELLOW FRISEE 黄皱叶菊苣, POTATO USA / IDAHO / RUSSET 美国土豆 / 美国马铃薯, MUSHROOM PORTOBELLO 波多贝罗蘑菇, CABBAGE ROUND 包菜",33
afilla cress,(TND) MICROGREEN - AFFILA / PEA SHOOT / TENDRIL CRESS MG,"KOPPERT CRESS - GHOA / CORIANDER CRESS (25G/PUN), (H.NAS) HARVESTED NASTURTIUM LEAVES (40PCS/PUN), (H.OXL) HARVESTED RED OXALIS 10G, FRESH FINGERLIMES - GREEN PEARL (125G/PUN), (SS.P) SHISO PURPLE CRESS MG, (ES.M) EGYPTIAN STAR MIXED (10G/PUN), EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), DUTCH GEM LETTUCE 10X6PC 小奶油生菜, ITALIAN LETTUCE MIZUNA GREEN 125G 青水菜, (RVS) RED VEIN SORREL CRESS MG, CHILLI JALAPENO GREEN青墨西哥哈拉贝纽辣椒, (TND) MICROGREEN - AFFILA / PEA SHOOT / TENDRIL CRESS MG, (MT.S) MUSTARD SCARLET / KYONA CRESS MG, (BSL.G) BASIL GREEN CRESS MG, ARTICHOKE JERUSALEM / SUNCHOKE 菊芋, (CRD) GHOA / CORIANDER CRESS MG, KOPPERT CRESS - VENE / RED VEIN SORREL CRESS (25G/PUN), (BSL) KOPPERTCRESS - BASIL CRESS, POTATO KIPFLER / FINGERLING 土豆鱼苗, KOPPERT CRESS - AFFILLA / TENDRIL CRESS (25G/PUN)",20
Chicken liver,Chicken Liver (LS) 2kgX1pkt MY 鸡肝,"JK CHICKEN WHOLE LEG CUT 1'' (BAG) 5KGX3PKT SG, CHICKEN WING 100-120GM (PERDIGAO) 15KG BR 鸡翅, JK Pork Belly Cube 1.5cm (Bag) 2kg SG 肚肉丁, JK Mutton Tripe Cut 2.5cm (Bag) SG 羊肚切, CHICKEN GIZZARD (SEARA) 1KGX12PKT BR 鸡胗, JK CHICKEN WHOLE LEG CUT 1’’ (BAG) 15KG SG 鸡大腿切, Cream Dory Steak (E) 10kg VN 日本峇丹, Chicken Liver (LS) 2kgX1pkt MY 鸡肝, Chicken Gizzard (Avivar)1kgx16pkt BR 鸡肫, JK Chicken L/Q Cut 1"" 5Kg/Pkt, 15Kg/Ctn 鸡半腿, Crispy Chicken Nugget (Freezepak) 1kgx9pkt TH泰国麦鸡块, Chicken Franks 10pcs (Perdix) 340gmx24pkt BR 热狗, JK MUTTON BONE 1 CUT 4 (BAG) SG 4 羊骨 1切4, CHICKEN DRUMSTICK (LAR) 2KGX8PKT BR 巴西鸡小腿, Fish Kembong G/G 8/10 (D) 1kgx10pkt TH",16
乌达卷,OTAH ROLL (乌打卷),"BIAN XIANG (扁香), (S) Ma Ti Dan (马蹄蛋)-小, PRAWN CRACKER (虾饼), Egg Roll (蛋卷), Mala Chicken Patty麻辣鸡扒(胸肉), Jian Yu Bing (尖鱼饼), Chef's Prawn Roll (厨师虾卷), Sliced Ginger (姜片), OTAH ROLL (乌打卷), Dou Zhi (豆支卷), Liver Roll (猪肝卷), NGO HIANG  (五香卷), Dou Gan (S)(豆干-小), Peanut (花生) - 500G/PKT, FISH FILLET (鱼排), Century Egg  (皮蛋), Sotong Roll (苏东卷), YAM  ROLL (芋酥), SOTONG YOU TIAO (苏东油条), White Fish Roll (白丸卷), CHINESE SAUSAGE (灌肠), Fish Ball (鱼丸), QQ Pork sausage (台湾香肠－猪)",23
Romaine lettuce,ROMAINE LETTUCE 罗马生菜,"PEELED POTATO 去皮马铃薯, PORTOBELLO MUSHROOM 大花菇, GREEN FRISEE 青菲茜, CHERRY TOMATO 樱桃番茄, OYSTER MUSHROOM 鸡丝菇, LEMON GRASS / SERAI 葱毛, JAPANESE CUCUMBER 日本青瓜, XIAO BAI CAI 小白菜, RED CARROT 红萝卜, CORN 玉米, WHITE SHIMEIJI MUSHROOM 白玉菇, SPRING ONION  青葱, MANDARIN ORANGE 柑, PENCIL ASPARAGUS 小芦笋, ORANGE 橙, BABY POTATO 小马铃薯, EGG 鸡蛋, WATERMELON 红肉西瓜, ROCKMELON 哈密瓜, SHITAKI MUSHROOM 日本花菇, ROMAINE LETTUCE 罗马生菜, PEELED BOMBAY ONION 去皮红大葱, MINCED GARLIC 蒜肉碎, BROWN SHIMEIJI MUSHROOM 松菇 / 蟹味菇, PETAI 臭豆, BROCCOLI 西兰花, BEIJING CABBAGE 北京包菜, RED CHILLI PADI 小红辣椒, JAPANESE SWEET POTATO 日本番薯, ENOKI MUSHROOM 金针菇, RED APPLE 红苹果, KING OYSTER MUSHROOM 杏鲍菇, LONG BEAN 菜豆, TANG-OH 茼蒿",34
mini chicken sausages,JCS01 CHIX SAUSAGE ORIGINAL,"(66) IKEDA CHICKEN CUTLET 1.1KG, BAKED CHICKEN BITES, (33) CRISPY CHICKEN SEAWEED 1KG, KT01 CHICKEN KATSU 70G, YAKITORI WITH SAUCE, A11 POP CORN CHICKEN 1KG, (22) SUPER CRISPY CHICKEN 1KG, ROASTED WINGSTICK 1KG, TEMPURA CHICKEN NUGGET, ROASTED MID JT WING, (99) S/L CHIX BREAST FILLET 1.15KG, FS05 FRIED CRISPY THIGH, FS04 GOLDEN CRISPY WING, GRILLED CHIX STEAK (5PKT), JCS01 CHIX SAUSAGE ORIGINAL, FS01 FRIED 2 JOINT WING, FS03 CRISPY CHICKEN STRIP, FS07 FRIED CRISPY DRUM",18
凤尾白虾仁,VANNAMEI PDTO IQF 31/40 (10PKTx1KG),"PORK MINCE (1T) 80/20 TS(6PKTx2KG), MINCED PORK RTH #2 (G/SARAWAK) VAC(20PKTx1KG)(K), CHICKEN DRUMSTICKS B/I S/O (SEARA) 6X2-12KG, FRIED B/L CHICKEN THIGH(NEW MULTI)-10PKTx800G TH, PORK BIG BONE - CUT (TL) 10KG BULK/CTN, CHICKEN DRUMSTICK IQF (QUALIKO) UKRAINE 12PKT*1KG, CHICKEN DRUMSTICK (TYSON) (6PKTx1.8KG) US, MINCED PORK RTH (G/SARAWAK) VAC(20PKTx1KG)(K), CHICKEN LEG B/L S/O (SEARA) (6PKTx2KG) BR, CHICKEN DRUMSTICK (LAR) (8PKTx2KG) BR, CHICKEN BREAST HALF B/L S/L(AVIVAR)-6PKTx2K, PORK HUMERUS BONES CUT (BOSELER) -10KG DE, CHICKEN HALF BREAST B/L S/L (LAR) (6PKTx2KG) BR, VANNAMEI PDTO IQF 31/40 (10PKTx1KG), CHICKEN BREAST RTH (G/SARAWAK) VAC(10PKTx1KG)(K), PORK FAT CUBE 2CM BAG(7PKTx2KG), CHICKEN LEG B/L S/O 200G UP (SADIA)(6PKTx2KG)-12KG, CHICKEN BREAST B/L S/L (SEARA) 6PKTX2KG-12KG BR, PORK MINCE (1T) 80/20 BAG(6PKTX2KG)",19
pre sliced tomatoes,"SLICED TOMATOES , DIPOSABLE CONTAINER 切片, 红番茄","SLICED TOMATOES , DIPOSABLE CONTAINER 切片, 红番茄, BEIJING CABBAGE SHREDDED 1MM, LETTUCE CUT ICEBERG SHREDDED 西生菜丝, CABBAGE ROUND JULIENNED / SHREDDED 包菜丝, CUCUMBER 黄瓜, SLICED CHERRY TOMATOES , DIPOSABLE CONTAINER 切半, 小红番茄",10
Rapsberry,RASPBERRY 山莓 / 红莓 (100G-125G/PUN),"(EF.GARL.FLW) GARLIC FLOWER (10G/PUN), DILL 茴香 / 莳萝 (50G/PKT), MUSCAT GRAPES (1KG/PKT), EDIBLE FLOWER - WHITE SWEET ALYSSUM 香雪球花 (10G/PUN), FRESH CHERRIES 樱桃, EDIBLE FLOWER - DIANTHUS FLOWER (10G/PUN), BLACKBERRY 黑莓 (100G-125G/PKT), (ES.M) EGYPTIAN STAR MIXED (10G/PUN), (DKN.G) DAIKON GREEN CRESS MG, STORY FRESH - MESCLUN SALAD 澳洲萨拉 (500G/PKT), CHILLI JALAPENO GREEN青墨西哥哈拉贝纽辣椒, FIG 无花果 (900G-1KG/CTN), CHILLI SHISHITO 日式甜椒, ARTICHOKE JERUSALEM / SUNCHOKE 菊芋, MUSCAT GRAPES (500G/PKT), RED CURRANT 红酸栗 (100G-125G/PUN), CHERRY 樱桃, RASPBERRY 山莓 / 红莓 (100G-125G/PUN), GRAPE GREEN SEEDLESS 青葡萄, YELLOW FRISEE 黄皱叶菊苣, ITALIAN MESCLUN SALAD 杂菜 (125G/PKT), YELLOW FRISEE 黄皱叶菊苣 (400G/PKT)",22
dory fillet,"SUTCHI FILLET 170-230GM SQUARE 6KG, '84'","BLACK TIGER HOSO 13/15 (1KG X 10BOX) - PJ, MB-MULWARRA PRIME LAMB 8 RIB FRENCH RACK CAP ON, 1/2 SHELL SCALLOP WITH CHEESE, 14PKTS/CTN, FROZEN CK RAW LOBSTER MEAT - LPOE, SQUID FLOWER CUT (1KG X 10PKT) - PO, SUTCHI FILLET 170-230GM SQUARE 6KG, '84', 1/2 SHELL SCALLOP WITH ROE 8-9 CM ( 1KG X 10 PKT) - PO, SMOKED DUCK CHEST ORIGINAL 1PCS/PKT, FARMCHEF STRAIGHT CUT COATED (6PKT X 2KG) (FOR PON), FROZEN SALMON FILLET - 15KG/CTN - PO, LOBSTER AMERICAN WHOLE RAW 400/450 (4.54KG/CTN)-FI, HZF - SEABASS FILLET 3/5, 10KG/CTN, FRESH TIGER PRAWN 21/30, SMOKED SALMON PRE-SLICED (900g X 10PKT) - PO, 9kg/ctn",18
午餐肉,Luncheon Meat午餐肉,"Luncheon Meat午餐肉, Nugget/金鸡块, Cheese Tofu (芝士豆腐), Fried Fish Ball (炸鱼丸) -A, Seaweed Chicken (紫菜鸡), Instant Noodles 快熟面 (10pkt/CTN), Fried Beancurd Roll (炸豆支卷), FROZEN BEEHOON冷冻米粉[500G/PKT], BIG FISH BALL (XL) 特大鱼丸, Gan Er (干鹅), 手工菜果SHOU GONG CAI GUO, Fish Stick (小五香), DD Chicken Katsudon (CD) 900G, Premium BeeHoon特级米粉 (4kg/Pkt), Big Sotong Ball大苏东丸, FISH FILLET (鱼排), QQ Pork sausage (台湾香肠－猪)",17
100/120 中国扇贝肉,"BOILED SCALLOP MEAT 100-120, (500G X 20PKT) - PO","JAPAN MUROTSU OYSTER WHOLE - M, 12pcs/pkt, SQUID SKEWER 160GM (10PCS 1.6KG X 5PKT, 8KG/CTN) - PO, VANNAMEI SHRIMP HOSO 16/20 (1OKGS) - PJ, COOKED TIGER PRAWN 31/40, 10KG - PJAA, BOILED SCALLOP MEAT 100-120, (500G X 20PKT) - PO, FLOWER YELLOW CLAM 30/40 (500GM X 20P/CTN) - PO, SQUID FLOWER CUT (1KG X 10PKT) - PO, 41/50 PTO VANNAMEI SHRIMP (1KG X 10PKTS) - PO, SQUID SKEWER 180GM 10PCS, 1.8KG X 5PKT (9KG/CTN) - PO, 1/2 SHELL SCALLOP WITH ROE 8-9 CM ( 1KG X 10 PKT) - PO, SHISHAMO (30TRAY/CTN) - PO, FROZEN TAKO TENTACLES, 1KG X 10PKT - PO, FROG LEG 8/10 , 1KG X 10PKTS",20
Basil 50g,BASIL 罗勒 / 九辰塔 (50G/PKT),"APPLE FUJI RED 80 - 125PCS / 富士红萍果盒装, GRAPEFRUIT PINK 葡萄柚 (250G-350G/PCS), PINEAPPLE DOLE 菲侓宾黄梨 (700G-800G/NOS), BITTER GOURD 苦瓜, PINEAPPLE LOCAL 黄梨 (600G-700G/NOS), PADI CHILLI GREEN 青小辣椒 / 青朝天椒 (250G/PKT), CUCUMBER 黄瓜, ORANGE NAVEL 肉橙子 (120G-170G/NOS), STRAWBERRY 草莓 (250G/PUN), LEMON YELLOW 黄柠檬 (150G-200G/NOS), APPLE FUJI RED 富士红萍果 (100G-150G/NOS), APPLE GREEN  青萍果盒装 (90-110 PCS/CTN), TARRAGON 龙蒿草 (50G/PKT), SPEARMINT 薄荷叶 (50G/PKT), PADI CHILLI RED 红小辣椒 / 红潮天椒 (250G/PKT), PINEAPPLE HONEY 水晶黄梨 (700G-800G/NOS), WATERMELON 5KG 无子西瓜, CHERRY 樱桃, MANGO HONEY / MANGO THAI 泰国芒果, RASPBERRY 山莓 / 红莓 (100G-125G/PUN), BASIL 罗勒 / 九辰塔 (50G/PKT), CUCUMBER JAPANESE 日本黄瓜 (KG), LEMON 黄柠檬盒装 (88-113PCS/CTN), APPLE GREEN 青萍果, GRAPE GREEN SEEDLESS 青葡萄, CUCUMBER BABY 小黄瓜 500G/PKT (MIN), LIME SEEDLESS 无子青柠檬",27
五花肉一条,Pork Collar (Sulina) 12kg BR 梅肉,"JK PORK HOCK CUBE 2'' 5KG/PKT SG 猪脚丁, Chicken Katsu (Saha Farms) 1kgx10pkt TH鸡肉煎饼, Pork Hock (Olymel) 15kg CA 前元蹄, Pork Tenderloin (Frimesa) 12kg BR 猪柳肉, Pork Belly Sheet Ribbed S/O (Aurora) 25kg BR 削骨三层肉, CUTTLEFISH BALL 36PCS (OCEAN) 1KGX12PKT  苏东丸, LHT Fish Burger 6Pkt/Ctn 鱼汉堡, DUCK SMOKED MEAT 160GM-220GM (GH) 10KG 烟熏鸭, CHICKEN POPCORN (PREMIER FIRST) 1KGX10PKT TH, MIXED VEGETABLES (SHAN) 1KGX10PKT CN 杂豆, PORK MEAT BALL BIG - 100 (P) 1KG SG 大猪肉丸, Crispy Chicken Nugget (Freezepak) 1kgx9pkt TH泰国麦鸡块, Chicken Franks 10pcs (Perdix) 340gmx24pkt BR 热狗, Pork Collar (Sulina) 12kg BR 梅肉, JK PORK MINCED B THICK (BAG) 2KGX10PKT SG B粗, CREAM DORY FILLET 220-300GM 6KG (2) VN  多利魚, Fish Burger Breaded - L 32pcs (Dodo) 2.4kgx6pkt MY, Wedges (Farmchef) 1kgx10pkt BE月亮薯条, Chicken Katsudon (Farmchef) 1kgx10pkt TH 鸡肉煎饼, Pork Collar (Aurora) 10kg BR 梅肉, Chicken Katsu (Premier First) 1kgx10pkt TH, SWEET CORN KERNELS (SHAN)1KGX10PKT CN 甜玉米粒",22
Pickled Cabbage&Pork,PORK & PICKLED CAB DUMPLING 酸菜猪肉水饺 (20PKTx500G)(X),"Pork Loin Boneless TP(250G-300G) 包装猪肉头, PORK [SWEET&SOUR] (YUMME) TFV (20PKTx500G), PORK COLLAR IBERICO SHABU (YUMME) TP(20PKTx200G), PORK & PICKLED CAB DUMPLING 酸菜猪肉水饺 (20PKTx500G)(X), PORK & CHI DUMPLING 韭菜猪肉水饺 (20PKTx500G)(X), PORK SHANGHAI STEAMED BUN (20PKTx500G)(X), Pork Spare Rib Cut TP(250G-300G) 包装猪排骨, SHRIMP & CAB GYOZA 虾仁圆白菜煎饺 (20PKTx240G)(X), PORK & MUSH DUMPLING 香菇猪肉水饺 (20PKTx500G)(X), PORK SPARE RIBS CUT (YUMME) TFV (20PKTx500G), PORK BELLY SUKIYAKI (YUMME) TP(20PKTx300G), PORK & CELERY DUMPLING 芹菜猪肉水饺 (20PKTx500G)(X), PORK MINCED 80/20 (YUMME) TFV (20PKTx500G), PORK COLLAR 13MM (YUMME) TFV(20PKTx500G), CHICKEN & CAB DUMPLING 鸡肉白菜水饺 (20PKTx500G)(X), PORK WANTON 猪肉云吞 (20PKTx240G)(X), Pork Belly 2PCS TP(280G-330G) 包装猪肚肉, IBERICO PORK & CHI DUMPLING (M/AFF) TS(20PKTx400G), CHICKEN & CHI DUMPLING 鸡肉韭菜水饺 (20PKTx500G)(X), IBERICO PORK & CAB DUMPLING (M/AFF) TS(20PKTx400G), PORK & SHRIMP WANTON 鲜虾猪肉云吞 (20PKTx320G)(X), PORK COLLAR IBERICO SHABU (M/AFF) SP(20PKTx250G), PORK BELLY CUBE (YUMME) TFV(20PKTx500G), KAIFENG STEAMED BUN-SPRING ONION (20PKTx500G)(X), CHI & EGG DUMPLING 韭菜鸡蛋水饺 (20PKTx500G)(X), Pork Shoulder Lean S/O TP(280G-330G) 包装猪腿肉, Pork Hind Lean TP(280G-330G) 包装猪后赤, PORK COLLAR SHABU (YUMME) TP(20PKTx300G), PORK BELLY IBERICO SUKIYA (YUMME) TP(20PKTx200G), PORK BELLY STRIP (YUMME) TFV (20PKTx500G), Pork Minced 90/10 TP(250G-300G) 包装猪搅肉, PORK WANTON IN CHILLI OIL 红油抄手 (20PKTx370G)(X), Pork Collar TP(280G-330G) 包装猪五花肉, Pork Liver TP(180G-200G) 包装猪肝, PORK & CAB DUMPLING 白菜猪肉水饺 (20PKTx500G)(X)",35
Enoki mushroom,ENOKI MUSHROOM 金针菇,"PEELED POTATO 去皮马铃薯, PORTOBELLO MUSHROOM 大花菇, GREEN FRISEE 青菲茜, CHERRY TOMATO 樱桃番茄, OYSTER MUSHROOM 鸡丝菇, LEMON GRASS / SERAI 葱毛, JAPANESE CUCUMBER 日本青瓜, XIAO BAI CAI 小白菜, RED CARROT 红萝卜, CORN 玉米, WHITE SHIMEIJI MUSHROOM 白玉菇, SPRING ONION  青葱, MANDARIN ORANGE 柑, PENCIL ASPARAGUS 小芦笋, ORANGE 橙, BABY POTATO 小马铃薯, EGG 鸡蛋, WATERMELON 红肉西瓜, ROCKMELON 哈密瓜, SHITAKI MUSHROOM 日本花菇, ROMAINE LETTUCE 罗马生菜, PEELED BOMBAY ONION 去皮红大葱, MINCED GARLIC 蒜肉碎, BROWN SHIMEIJI MUSHROOM 松菇 / 蟹味菇, PETAI 臭豆, BROCCOLI 西兰花, BEIJING CABBAGE 北京包菜, RED CHILLI PADI 小红辣椒, JAPANESE SWEET POTATO 日本番薯, ENOKI MUSHROOM 金针菇, RED APPLE 红苹果, KING OYSTER MUSHROOM 杏鲍菇, LONG BEAN 菜豆, TANG-OH 茼蒿",34
峇拉煎 粒,(65A)峇拉煎 粒 - BALACHIEN (100 PC),"(4-72)青娘惹咖哩料120G- NONYA CURRY PASTE VEG菜 (80 PC), (3-59A)传统肉干 麦之素 辣味-200G BAGUA AHIMSA SPICY (200G) (70 PC), (2A-2023A) -一公斤 黄姜 - Yellow Ginger, (64A) 酱青 5L - LITE SOY SAUCE, 素虾卷 苏东 300G VGN SHRIMP ROLLS (10PCS X 12 PKT), (1A4A)(大片)更加好 素豆包500G EB VGN FRESH SOY CHIP (12 PC), (2A-2023A) -一公斤 葱毛 - Lemon Grass Grounded, (1A25A)素世界 素 叉烧切900G VGN BBQ GLUTEN SLICED VWF (10 PC), (1A-24B) - (900G) 味根香 小 明虾 - SMALL PRAWN (20 PC), (2B-63) 齐善炖羊肉 1KG- VGN MUTTON CHUCK WP (12 PC), (2A1)素世界 皇金脆片(黄干鹅切)380G VGN VWF SLICED CRISPY SO (35 PC), (2A-2023A) -一公斤 南姜 - Tumeric Powder, (1A14) 素五香大鸡腿 780G VGN DRUMSTICK (BIG) (30 PC), (2A-51) 紫菜卷 -380G SEAWEED ROLL TUNG (20 PC), (1A-23A) - 味根香(五条) 紫菜小鱼-900G VGN FISH ROLL FISH (20 PC), (64B) [[ 广祥泰 ]] 酱青5L - LITE SOY SAUCE (GUANGXIANGT, (2A-23A) -一公斤 马搅力 - Candlenut Grounded, (1A5B) (大包) 素金丝片 贵妃1KG VEG GOLDEN PORK MEAT SLICE (20 PC), 日历 CALENDAR ***********, (64A) 加晒 广祥泰5L - SUPERIOR DARK SOY SAUCE, (2-60) 干粮-豆酱 [ 粒 ]3KG - BEAN PASTE, (1B-51A ) 炸腐竹 550G VGN FRIED YUBA (30PCS) (20 PC), (1A6A) -素肠 1KG- GLUTEN INTESTINE (30 PC), (71) 红辣椒酱 3KG RED CHILLI, (2A)素大春卷600G SPRING ROLL (BIG)**** *** ****** (15 PC), (1A-6A)（切）木耳肠切900G SLICED INTESTINE (25 PC), (3-58A) (天) 啦沙酱 250G - LAKSA PASTE (30 PC), (1B-52) -卤肉500G YAM ROLL TKC - 10PCS (50 PC), (3-59A)传统肉干 麦之素 原味200G BAGUA AHIMSA ORIGINAL (200G) (70 PC), (65A)豆瓣酱5L VEG SWEET AND SPICY BEAN PASTE, (1-68) 肉松 1KG - MEAT FLOSS, (1A25A) - (黑) 腌鸭 切片 素世界-900G SMOKED DUCK DICE (10 PC), (1A11A)(麦克炸香G) 麦克鸡丁 1KG WHEAT MCCHICKEN DICE (15 PC), (1A5A)(更加好) 素打结豆支500G VGN EB FRESH SOY KNOT (15 PC), (65A)峇拉煎 粒 - BALACHIEN (100 PC)",35
Lemon,LEMON YELLOW 黄柠檬 (150G-200G/NOS),"GRAPEFRUIT PINK 葡萄柚 (250G-350G/PCS), PINEAPPLE DOLE 菲侓宾黄梨 (700G-800G/NOS), ROSEMARY 迷迭香 (50G/PKT), LIME LEAF / KAFFIR LEAVES 柠檬叶 (300G/BUN), CELERY IMPORTED 西芹菜, PADI CHILLI GREEN 青小辣椒 / 青朝天椒 (250G/PKT), BLACKBERRY 黑莓 (100G-125G/PKT), GINGER YOUNG 幼姜 / 子姜, EDIBLE FLOWER - ASSORTED 食用花 (10G/PUN), STRAWBERRY 草莓 (250G/PUN), LEMON YELLOW 黄柠檬 (150G-200G/NOS), CHILLI JALAPENO GREEN青墨西哥哈拉贝纽辣椒, APPLE FUJI RED 富士红萍果 (100G-150G/NOS), BANANA LEAF 香蕉叶 (10PCS), SPEARMINT 薄荷叶 (50G/PKT), STRAWBERRY 400G 草莓, CHILLI GREEN 青辣椒 (250G/PKT), LIME SMALL / CALAMANSI 酸柑 / 柑仔, PADI CHILLI RED 红小辣椒 / 红潮天椒 (250G/PKT), PINEAPPLE HONEY 水晶黄梨 (700G-800G/NOS), WATERMELON 5KG 无子西瓜, ORANGE VALENCIA 水橙子 (120G-200G/NOS), BASIL 罗勒 / 九辰塔 (50G/PKT), CUCUMBER JAPANESE 日本黄瓜 (KG), LIME SEEDLESS 无子青柠檬, BLUEBERRY 兰莓 (100G-125G/PKT)",26
Chinese celery,CORIANDER / CHINESE PARSLEY 芫茜,"ROUND CABBAGE 包菜, LARGE ONION 大洋葱, SMALL LIME 小酸柑, GREEN CHILLI PADI 青小辣椒, HOR FUN 河粉, BASIL LEAF SWEET 金不换 甜, LEMON GRASS / SERAI 葱毛, CUCUMBER 青瓜, RED CARROT 红萝卜, YELLOW GINGER 黄姜, BABY KAILAN 芥兰仔, GREEN MANGO 青芒果, MEDIUM TOMATO 中番茄, SPRING ONION  青葱, CHIVE 韭菜, KANG KONG 翁菜, BASIL LEAF HOT 金不换 辣, BEAN SPROUT 豆芽, PEELED GARLIC 蒜肉, EGGPLANT 茄子, PINEAPPLE 黄梨, BOMBAY ONION 红大葱, BROWN SHIMEIJI MUSHROOM 松菇 / 蟹味菇, RED CHILLI 红辣椒, RED CHILLI PADI 小红辣椒, CORIANDER / CHINESE PARSLEY 芫茜, BLUE GINGER 南姜, GREEN LIME 青柠檬, GOLDEN TAU KWA 小豆干, LONG BEAN 菜豆, LIME LEAF 大柑叶",31
